route_id,route_location,is_this_route_predominantly,select_the_statement_that,objectid,does_litter_obstruct_the,select_the_statement_that_1,how_many_large_abandoned,how_many_instances_of_graffiti,how_many_instances_of_graffiti_1,how_many_instances_of_graffiti_2,select_the_statement_that_2,how_many_instances_of_feces,how_many_abandoned_syringes,how_many_used_or_opened,how_many_dead_animals_are,does_the_route_have_one_or,are_any_trash_receptacles,is_sidewalk_clearance_less,does_the_sidewalk_have_any,does_the_sidewalk_have_any_1,do_you_detect_any_strong,does_the_route_have_one_or_1,creationdate,analysis_neighborhoods,evaluation_period,does_any_graffiti_include,does_any_graffiti_appear,what_types_of_items_are,does_illegal_dumping_obstruct,how_severe_are_the_pavement,are_there_closed_unlabeled,is_the_pile_of_item_s_more,which_of_the_following_issues,how_many_instances_of_broken,if_yes_identify_the_cause,other_dumped_items,if_yes_is_the_odor_from_a,other_sidewalk_obstructions
14855,POTRERO AVE BETWEEN MARIPOSA ST AND 18TH ST,2,3,1809,0,2,5,18,101,42,2,0,0,0,0,1,0,0,1,1,0,1,2023-10-25T21:04:55.000,20 - Mission,July 2023 - June 2024,1,0,517,0,3,0,0,5129,1,,,,
2930,ALABAMA ST BETWEEN 18TH ST AND 19TH ST,1,4,1812,0,3,3,18,89,16,4,6,0,0,0,1,0,0,1,1,0,0,2023-10-25T21:39:56.000,20 - Mission,July 2023 - June 2024,1,0,517,0,3,0,0,,2,,,,
4783,GOLDEN GATE AVE BETWEEN GOUGH ST AND LAGUNA ST,2,5,1823,1,4,1,9,39,5,4,2,0,0,0,0,0,0,1,1,0,0,2023-10-26T20:30:20.000,22 - Western Addition,July 2023 - June 2024,1,0,0,0,3,0,0,,8,,Can of paint primer,,
663,LINCOLN WAY BETWEEN 09TH AVE AND 10TH AVE,2,2,1889,0,2,2,2,14,1,1,0,0,0,0,1,0,0,0,1,0,1,2023-11-02T15:23:00.000,8 - Inner Sunset,July 2023 - June 2024,1,0,174,0,2,0,0,5,,,,,
9335,MINNA ST BETWEEN 14TH ST AND 15TH ST,1,3,2001,0,3,3,22,101,9,2,2,0,0,0,0,0,1,1,1,1,0,2023-11-17T22:15:08.000,20 - Mission,July 2023 - June 2024,1,0,5162,0,2,0,0,,1,122,,0,
12184,17TH ST BETWEEN MISSION ST AND HOFF ST,1,3,2119,0,2,2,101,101,1,4,1,0,0,0,0,0,1,1,1,0,0,2023-12-01T19:23:44.000,20 - Mission,July 2023 - June 2024,1,0,16,0,2,0,0,,2,2,,,
11731,KANSAS ST BETWEEN 17TH ST AND MARIPOSA ST,2,2,2157,0,2,1,3,43,7,3,3,0,0,0,0,0,0,1,1,0,0,2023-12-05T17:41:45.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,1,0,17,0,2,0,0,,1,,,,
10395,PENNSYLVANIA AVE BETWEEN 18TH ST AND 19TH ST,2,2,2169,0,2,1,0,13,0,2,0,0,0,0,0,0,0,1,1,0,0,2023-12-05T19:41:56.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,1,0,5,0,1,0,0,,1,,,,
13665,THE EMBARCADERO BETWEEN BROADWAY AND GREEN ST,1,2,2200,0,2,1,18,40,2,4,0,0,0,0,1,0,0,1,1,1,1,2023-12-06T18:52:19.000,17 - Financial District/South Beach,July 2023 - June 2024,1,0,5,0,2,0,0,5,4,,,1,
1110,08TH AVE BETWEEN CLEMENT ST AND GEARY BLVD,2,2,2279,0,3,2,12,11,1,3,0,0,0,0,0,0,0,1,1,0,0,2023-12-12T18:40:15.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,1,0,5,0,2,0,0,,1,,,,
2451,25TH AVE BETWEEN QUINTARA ST AND RIVERA ST,2,2,2661,0,3,2,0,6,7,2,0,0,0,0,0,0,0,1,1,0,0,2024-02-01T18:06:56.000,12 - Sunset/Parkside,July 2023 - June 2024,1,0,17,0,3,0,0,,1,,,,
7760,FOLSOM ST BETWEEN PRECITA AVE AND STONEMAN ST,2,3,2835,0,3,2,4,33,1,1,0,0,0,0,1,0,0,1,1,0,1,2024-02-22T16:17:57.000,3 - Bernal Heights,July 2023 - June 2024,1,0,1917,0,2,0,0,1,,,,,
13611,SYCAMORE ST BETWEEN MISSION ST AND SAN CARLOS ST,1,4,2906,0,3,2,101,47,11,4,0,0,0,0,1,0,0,1,0,0,0,2024-02-29T19:57:05.000,20 - Mission,July 2023 - June 2024,1,0,17,0,2,0,0,,1,,,,
6065,M3 - CAPP ST BETWEEN 16TH ST AND 17TH ST,1,5,2917,0,5,1,101,56,15,1,3,0,0,0,0,0,0,1,1,0,0,2024-03-01T16:22:00.000,20 - Mission,July 2023 - June 2024,1,0,5,0,2,0,0,,,,,,
10828,M3 - PARIS ST BETWEEN GENEVA AVE AND ROLPH ST,1,4,2943,0,4,1,2,12,4,5,2,0,0,0,0,0,0,0,0,0,0,2024-03-06T19:49:08.000,5 - Excelsior,July 2023 - June 2024,1,0,16,0,,0,0,,3,,,,
5345,ALEMANY BLVD BETWEEN GENEVA AVE AND NIAGARA AVE,1,4,3133,0,5,12,11,24,14,1,1,0,0,0,0,0,0,1,0,0,0,2024-04-03T20:13:36.000,4 - Outer Mission,July 2023 - June 2024,1,0,1605,0,3,0,0,,,,safeway cart,,
1367,SUTTER ST BETWEEN POWELL ST AND MASON ST,1,3,3221,0,2,2,8,19,4,1,0,0,0,0,1,0,0,1,0,0,0,2024-04-12T20:03:55.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,1,0,1517,0,2,0,0,,,,,,
7294,GEARY ST BETWEEN POLK ST AND VAN NESS AVE,1,2,3280,0,3,1,37,53,9,1,0,0,0,0,0,0,0,1,0,0,0,2024-04-19T17:15:16.000,9 - Tenderloin,July 2023 - June 2024,1,0,17,0,2,0,0,,,,,,
13456,BROADWAY BETWEEN MONTGOMERY ST AND KEARNY ST,1,2,3302,0,4,3,101,23,2,1,0,0,0,0,1,0,0,1,0,0,1,2024-04-24T19:47:53.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,1,0,17,0,2,0,0,1,,,,,
92,SOUTH VAN NESS AVE BETWEEN 23RD ST AND 24TH ST,2,5,3392,0,5,4,101,74,43,1,0,0,0,0,1,0,0,1,0,0,0,2024-05-03T18:11:40.000,20 - Mission,July 2023 - June 2024,1,0,41617,0,3,0,0,,,,,,
5525,VALENCIA ST BETWEEN 17TH ST AND 18TH ST,1,2,3420,0,2,1,101,101,4,1,0,0,0,0,1,0,0,1,0,0,0,2024-05-08T17:12:07.000,20 - Mission,July 2023 - June 2024,1,0,17,0,3,0,0,,,,,,
4852,GEARY BLVD BETWEEN 27TH AVE AND 28TH AVE,1,2,3520,0,3,1,11,29,7,1,4,0,0,0,1,0,0,1,1,0,1,2024-05-18T00:45:41.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,1,0,18,0,3,0,0,5,,,,,
12706,MARKET ST BETWEEN CHURCH ST AND 15TH ST,1,2,3564,0,2,2,13,24,1,1,0,0,0,0,1,0,0,0,0,0,0,2024-05-23T19:01:08.000,3 - Castro/Upper Market,July 2023 - June 2024,1,0,1715,0,,0,0,,,,,,
2010,06TH AVE BETWEEN HUGO ST AND IRVING ST,2,2,3588,0,2,1,0,12,9,1,0,0,0,0,1,0,0,0,0,0,0,2024-05-28T20:08:32.000,8 - Inner Sunset,July 2023 - June 2024,1,0,17,0,,0,0,,,,,,
2714,23RD ST BETWEEN DE HARO ST AND RHODE ISLAND ST,2,2,3658,0,2,3,0,12,7,1,0,0,0,0,0,0,0,1,0,0,0,2024-06-04T15:29:33.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,1,0,1718,0,1,0,0,,,,,,
6543,MISSION ST BETWEEN GENEVA AVE AND POPE ST,1,,3682,,,1,24,39,23,1,0,0,0,0,1,0,0,0,0,0,1,2024-06-05T15:38:14.000,4 - Outer Mission,July 2023 - June 2024,1,0,17,0,,0,0,512,,,,,
1862,MISSION ST BETWEEN MORSE ST AND FARRAGUT AVE,1,,3686,,,1,4,17,30,3,2,0,0,0,1,0,0,0,0,0,1,2024-06-05T17:20:57.000,5 - Excelsior,July 2023 - June 2024,1,0,16,0,,0,0,5,5,,,,
6543,MISSION ST BETWEEN GENEVA AVE AND POPE ST,1,,3772,,,1,24,10,21,3,1,0,0,0,1,0,0,0,0,0,1,2024-06-13T21:37:59.000,4 - Outer Mission,July 2023 - June 2024,1,0,17,0,,0,0,5,1,,,,
11884,WOODSIDE AVE BETWEEN VASQUEZ AVE AND BALCETA AVE,2,4,3778,0,4,3,0,4,8,5,0,0,0,0,0,0,0,0,0,0,0,2024-06-18T16:08:10.000,11 - West of Twin Peaks,July 2023 - June 2024,1,0,1718,0,,0,0,,3,,,,
13378,JUDAH ST BETWEEN 20TH AVE AND 21ST AVE,2,3,3875,0,3,1,10,23,25,1,0,0,0,0,0,0,0,0,0,0,0,2024-06-26T16:18:31.000,12 - Sunset/Parkside,July 2023 - June 2024,1,0,16,0,,0,0,,,,,,
5700,CLEMENT ST BETWEEN 08TH AVE AND 09TH AVE,1,2,35,0,4,1,3,10,0,1,1,0,0,0,1,0,0,0,0,0,0,2023-08-18T22:00:59.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,17,0,,0,0,,,,,,
1300,GEARY BLVD BETWEEN 21ST AVE AND 22ND AVE,1,2,91,0,2,2,20,17,1,1,0,0,0,0,1,0,0,1,1,0,0,2023-08-29T16:35:33.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,1,172,0,2,0,0,,,,,,
7357,GEARY BLVD BETWEEN 23RD AVE AND 24TH AVE,1,3,93,0,2,1,7,19,8,1,1,0,0,0,1,0,0,1,0,0,1,2023-08-29T17:25:11.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,1,17,0,2,0,0,56,,,,,
10294,RAUSCH ST BETWEEN HOWARD ST AND FOLSOM ST,2,2,142,0,2,2,3,19,27,2,5,2,0,0,0,0,0,0,1,0,0,2023-08-30T17:54:24.000,23 - South of Market,July 2023 - June 2024,0,1,1516,0,2,0,0,,1,,,,
16899,MOSS ST BETWEEN HOWARD ST AND FOLSOM ST,2,2,152,0,2,2,5,51,2,1,3,0,1,0,0,0,0,1,0,0,0,2023-08-30T20:02:25.000,23 - South of Market,July 2023 - June 2024,0,1,1915,0,2,0,0,,,,,,
11082,HARRISON ST BETWEEN 04TH ST AND 05TH ST,1,2,162,0,3,1,23,28,9,3,2,0,0,0,0,0,0,1,1,0,1,2023-08-30T21:13:57.000,23 - South of Market,July 2023 - June 2024,0,1,18,0,3,0,0,125,1,,,,
7547,03RD ST BETWEEN BRYANT ST AND BRANNAN ST,1,2,165,0,2,1,10,15,21,2,0,0,0,0,1,0,0,1,1,0,0,2023-08-30T21:52:57.000,17 - Financial District/South Beach,July 2023 - June 2024,0,1,17,0,2,0,0,,1,,,,
7414,GEARY BLVD BETWEEN FILLMORE ST AND AVERY ST,1,2,172,0,3,1,54,29,1,3,0,1,0,0,1,0,0,0,0,1,1,2023-08-31T17:29:11.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,1,16,0,,0,0,569,1,,,0,
7946,ATHENS ST BETWEEN EXCELSIOR AVE AND BRAZIL AVE,2,2,285,0,3,4,0,3,7,1,3,0,0,0,0,0,0,1,0,0,0,2023-09-15T22:48:06.000,5 - Excelsior,July 2023 - June 2024,0,1,191715,0,3,0,0,,,,stone ornament pieces,,
953,OCEAN AVE BETWEEN DORADO TER AND ASHTON AVE,1,2,312,0,2,1,11,4,4,1,0,0,0,0,1,0,0,1,0,0,1,2023-09-18T21:45:41.000,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,1,4,0,2,0,0,1,,,,,
4503,GUERRERO ST BETWEEN 20TH ST AND 21ST ST,2,2,320,0,3,2,11,42,36,2,1,0,0,0,0,0,0,1,1,0,0,2023-09-19T17:31:23.000,20 - Mission,July 2023 - June 2024,0,1,16,0,2,0,0,,1,,,,
12183,17TH ST BETWEEN HOFF ST AND VALENCIA ST,1,3,323,0,3,1,64,57,20,3,2,0,0,0,1,0,0,0,0,0,0,2023-09-19T18:20:50.000,20 - Mission,July 2023 - June 2024,0,1,18,0,,0,0,,1,,,,
9189,IRVING ST BETWEEN 07TH AVE AND 08TH AVE,1,2,1383,0,2,3,50,24,8,2,0,0,0,0,1,0,0,1,0,0,0,2023-09-25T20:00:48.000,8 - Inner Sunset,July 2023 - June 2024,0,1,1716,0,2,0,0,,1,,,,
5090,BROOK ST BETWEEN MISSION ST AND SAN JOSE AVE,1,2,1406,0,4,9,8,12,7,4,0,0,0,0,0,0,0,0,0,0,0,2023-09-26T16:22:10.000,3 - Bernal Heights,July 2023 - June 2024,0,1,16241718,0,,0,0,,1,,,,
9830,SANTA MARINA ST BETWEEN MISSION ST AND GLADYS ST,1,4,1407,0,4,1,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,2023-09-26T16:33:20.000,3 - Bernal Heights,July 2023 - June 2024,0,1,19,0,,0,0,,,,,,
11072,HAYES ST BETWEEN DIVISADERO ST AND BRODERICK ST,2,2,1441,0,2,3,0,12,9,1,0,0,0,0,1,0,0,1,0,0,1,2023-09-26T22:11:06.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,1,195,0,2,0,0,125,,,,,
1027,DIVISADERO ST BETWEEN PAGE ST AND OAK ST,1,2,1444,0,3,2,27,27,21,1,1,0,0,0,1,0,0,1,0,0,0,2023-09-26T22:41:36.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,1,5,0,2,0,0,,,,,,
15896,VALLEY ST BETWEEN SAN JOSE AVE AND DOLORES ST,2,2,1479,0,2,2,3,12,0,2,0,0,0,0,0,0,0,1,0,0,0,2023-10-02T21:40:47.000,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,1,2,0,1,0,0,,1,,Rolled rug,,
10057,OFARRELL ST BETWEEN LARKIN ST AND POLK ST,1,3,1497,0,3,2,101,101,7,2,4,0,0,0,1,0,0,1,0,1,0,2023-10-03T17:16:48.000,9 - Tenderloin,July 2023 - June 2024,0,1,1716,0,3,0,0,,1,,,0,
9911,CALIFORNIA ST BETWEEN POLK ST AND VAN NESS AVE,1,3,1507,0,2,5,101,16,25,1,0,0,0,0,1,0,0,0,0,0,1,2023-10-03T19:18:51.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,1,1716,0,,0,0,569,,,Walker for disabled,,
13115,LIBERTY ST BETWEEN NOE ST AND CASTRO ST,2,2,1588,0,2,1,0,4,0,2,1,0,0,0,0,0,0,1,1,0,0,2023-10-09T19:47:06.000,3 - Castro/Upper Market,July 2023 - June 2024,0,1,5,0,3,0,0,,1,,,,
2385,MISSION ST BETWEEN AVALON AVE AND EXCELSIOR AVE,1,2,1604,0,3,1,3,15,12,1,6,0,0,0,1,0,0,1,0,0,0,2023-10-10T20:46:37.000,4 - Outer Mission,July 2023 - June 2024,0,1,17,0,1,0,0,,,,,,
15533,WEST PORTAL AVE BETWEEN ULLOA ST AND VICENTE ST,1,2,1705,0,4,1,3,6,3,1,0,0,0,0,1,0,0,0,1,0,0,2023-10-17T20:17:25.000,11 - West of Twin Peaks,July 2023 - June 2024,0,1,17,0,2,0,0,,,,,,
11334,POWELL ST BETWEEN PACIFIC AVE AND BROADWAY,1,2,1714,0,2,9,55,11,11,2,1,0,0,0,0,0,0,1,0,0,0,2023-10-17T21:36:26.000,21 - Chinatown,July 2023 - June 2024,0,1,16,0,2,0,0,,1,,,,
10086,IVY ST BETWEEN FRANKLIN ST AND GOUGH ST,1,2,1719,0,3,3,6,14,5,2,0,0,0,0,0,0,0,1,0,0,0,2023-10-18T18:48:32.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,1,1720,0,1,0,0,,1,,,,
9039,IVY ST BETWEEN OCTAVIA ST AND LAGUNA ST,2,2,1724,0,4,2,101,25,0,2,5,0,0,0,0,0,1,1,1,0,0,2023-10-18T20:21:25.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,1,516,0,3,0,0,,1,13,,,
15678,WALLER ST BETWEEN FILLMORE ST AND STEINER ST,2,2,1727,0,2,1,7,6,0,2,0,0,0,0,0,0,0,1,1,0,0,2023-10-18T21:21:22.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,1,17,0,3,0,0,,1,,,,
6990,GUERRERO ST BETWEEN MARKET ST AND DUBOCE AVE,2,2,1730,0,2,1,15,22,11,3,2,0,0,0,0,0,0,1,0,0,0,2023-10-18T22:06:43.000,20 - Mission,July 2023 - June 2024,0,1,17,0,2,0,0,,1,,,,
6155,CALIFORNIA ST BETWEEN FILLMORE ST AND STEINER ST,1,2,1738,0,3,3,70,18,4,4,2,0,0,0,1,0,0,1,0,0,0,2023-10-23T20:06:58.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,1,19517,0,2,0,0,,2,,,,
9636,SHOTWELL ST BETWEEN 23RD ST AND 24TH ST,2,3,1795,0,4,1,26,101,0,4,1,0,0,0,0,0,0,1,1,0,0,2023-10-25T19:09:18.000,20 - Mission,July 2023 - June 2024,0,1,19,0,3,0,0,,2,,,,
6661,TREAT AVE BETWEEN 20TH ST AND 21ST ST,2,2,1800,0,2,2,10,41,0,3,1,0,0,0,0,0,0,1,0,0,0,2023-10-25T19:50:11.000,20 - Mission,July 2023 - June 2024,0,1,172,0,2,0,0,,1,,,,
1402,DIVISADERO ST BETWEEN EDDY ST AND ELLIS ST,1,3,1848,0,2,1,69,39,0,3,3,0,0,0,0,0,0,1,1,0,0,2023-10-31T19:59:24.000,22 - Western Addition,July 2023 - June 2024,0,1,5,0,3,0,0,,1,,,,
5532,HILL ST BETWEEN VALENCIA ST AND GUERRERO ST,2,3,1870,0,2,1,1,101,3,2,0,0,0,0,0,0,0,1,0,0,0,2023-11-01T18:54:10.000,20 - Mission,July 2023 - June 2024,0,1,5,0,2,0,0,,1,,,,
4261,AMES ST BETWEEN 22ND ST AND 23RD ST,2,2,1872,0,2,3,10,15,0,3,0,0,0,0,0,0,1,0,0,0,0,2023-11-01T19:06:04.000,20 - Mission,July 2023 - June 2024,0,1,16,0,,0,0,,1,0,,,No dedicated sidewalks
7360,GEARY BLVD BETWEEN 20TH AVE AND 21ST AVE,1,3,1964,0,3,1,0,16,6,1,2,0,0,0,1,0,0,1,0,0,0,2023-11-13T20:05:35.000,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,1,17,0,2,0,0,,,,,,
14851,14TH ST BETWEEN MISSION ST AND VALENCIA ST,1,2,2000,0,2,2,101,101,13,2,5,4,0,0,0,0,0,1,1,0,0,2023-11-17T21:42:48.000,20 - Mission,July 2023 - June 2024,0,1,164,0,2,0,0,,1,,,,
1247,05TH ST BETWEEN HOWARD ST AND FOLSOM ST,1,2,2024,0,2,1,38,63,19,3,0,0,0,0,1,0,0,1,0,0,1,2023-11-28T21:23:46.000,23 - South of Market,July 2023 - June 2024,0,1,15,0,2,0,0,1256,1,,,,
9112,HOWARD ST BETWEEN 08TH ST AND 09TH ST,1,2,2081,0,4,1,67,89,13,3,1,0,0,0,0,0,0,0,0,0,0,2023-11-30T17:46:40.000,23 - South of Market,July 2023 - June 2024,0,1,15,0,,0,0,,1,,,,
13016,09TH ST BETWEEN HOWARD ST AND FOLSOM ST,1,3,2084,0,3,2,34,78,3,3,2,1,0,0,0,0,1,1,1,0,0,2023-11-30T18:04:21.000,23 - South of Market,July 2023 - June 2024,0,1,5,0,3,0,0,,1,2,,,
955,11TH ST BETWEEN BURNS PL AND BURNS PL,1,2,2089,0,2,2,43,56,0,3,2,0,0,0,0,0,0,1,0,0,1,2023-11-30T19:05:03.000,23 - South of Market,July 2023 - June 2024,0,1,184,0,1,0,0,1256,1,,,,
12117,18TH ST BETWEEN LEXINGTON ST AND VALENCIA ST,1,4,2115,0,4,5,53,101,35,2,0,0,0,0,1,0,0,0,0,0,1,2023-12-01T18:50:17.000,20 - Mission,July 2023 - June 2024,0,1,170,0,,0,0,9512,1,,Flat cardboard bicycle shipping boxes,,
2347,MISSION ST BETWEEN BRAZIL AVE AND PERSIA AVE,1,2,2116,0,3,3,14,10,27,1,3,0,0,0,1,0,0,0,1,0,1,2023-12-01T18:57:52.000,4 - Outer Mission,July 2023 - June 2024,0,1,17,0,2,0,0,1,,,,,
253,MISSION ST BETWEEN 17TH ST AND 18TH ST,1,4,2117,0,2,3,101,101,58,4,0,0,0,0,1,0,0,1,1,0,0,2023-12-01T19:04:52.000,20 - Mission,July 2023 - June 2024,0,1,17,0,2,0,0,,1,,,,
15943,VALLEJO ST BETWEEN START: EAST AND KEARNY ST,2,2,2191,0,2,2,3,14,1,2,1,0,0,0,0,0,0,1,1,0,0,2023-12-06T17:43:49.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,1,174,0,3,0,0,,1,,,,
4061,HYDE ST BETWEEN CALIFORNIA ST AND SACRAMENTO ST,2,4,2202,0,3,1,16,38,3,2,2,0,0,0,1,0,0,0,0,0,0,2023-12-06T19:37:47.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,1,5,0,,0,0,,1,,,,
2628,03RD AVE BETWEEN ANZA ST AND BALBOA ST,2,2,2273,0,2,3,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,2023-12-12T17:52:17.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,17015,0,,0,0,,1,,Roll of telephone wire,,
1209,06TH AVE BETWEEN CLEMENT ST AND GEARY BLVD,1,3,2276,0,2,4,62,18,2,3,1,0,0,0,0,0,0,1,1,0,0,2023-12-12T18:26:09.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,5,1,3,0,0,,1,,,,
12920,09TH AVE BETWEEN LAKE ST AND CALIFORNIA ST,2,2,2282,0,2,2,1,8,4,2,0,0,0,0,0,0,1,1,0,0,0,2023-12-12T19:08:22.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,15,0,3,0,0,,1,2,,,
6024,04TH AVE BETWEEN LAKE ST AND CALIFORNIA ST,2,2,2284,0,2,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2023-12-12T19:25:01.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,15,0,,0,0,,1,,,,
15939,VALLEJO ST BETWEEN MARGRAVE PL AND GRANT AVE,1,2,2308,0,2,2,0,15,3,2,0,0,0,0,0,0,0,0,0,0,0,2023-12-13T00:24:44.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,1,17,0,,0,0,,1,,,,
1028,DIVISADERO ST BETWEEN HAIGHT ST AND PAGE ST,1,2,2314,0,3,1,3,11,16,2,0,0,0,0,0,0,0,1,0,0,0,2023-12-13T17:41:59.000,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,1,15,0,2,0,0,,1,,,,
2820,IRVING ST BETWEEN 10TH AVE AND 11TH AVE,1,3,2350,0,2,1,42,38,7,2,0,0,0,0,1,0,0,1,1,0,0,2024-01-03T18:13:12.000,8 - Inner Sunset,July 2023 - June 2024,0,1,2,0,2,0,0,,1,,,,
13675,CLEMENT ST BETWEEN 12TH AVE AND FUNSTON AVE,1,3,2352,0,2,1,6,5,0,2,0,0,0,0,1,0,0,1,0,0,1,2024-01-03T19:06:57.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,2,0,2,0,0,5,1,,,,
10743,ROMOLO ST BETWEEN BROADWAY AND FRESNO ST,1,3,2381,0,2,1,49,25,1,1,0,0,0,0,0,0,1,1,0,0,0,2024-01-04T19:20:09.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,1,19,0,3,0,0,,,12,,,
5526,06TH ST BETWEEN FOLSOM ST AND HARRISON ST,1,2,2396,0,3,1,4,18,7,1,8,0,0,0,0,0,0,1,0,0,0,2024-01-05T16:47:26.000,23 - South of Market,July 2023 - June 2024,0,1,19,0,2,0,0,,,,,,
11932,PINE ST BETWEEN HYDE ST AND LARKIN ST,1,3,2525,0,3,3,9,22,8,5,0,0,0,0,0,0,0,1,1,0,0,2024-01-16T17:39:02.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,1,19418,0,2,0,0,,3,,,,
6234,BUSH ST BETWEEN FILLMORE ST AND STEINER ST,2,3,2605,0,3,1,3,9,1,5,0,0,0,0,0,0,0,1,1,0,0,2024-01-18T17:30:41.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,1,17,0,2,0,0,,3,,,,
7415,GEARY BLVD BETWEEN WEBSTER ST AND FILLMORE ST,1,3,2612,0,4,1,34,17,0,1,0,0,0,0,1,0,0,1,1,1,1,2024-01-18T18:36:06.000,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,1,4,0,3,0,0,569,,,shopping cart,0,
10174,LYON ST BETWEEN FULTON ST AND MCALLISTER ST,2,2,2617,0,2,1,0,3,2,1,0,0,0,0,0,0,0,1,1,0,0,2024-01-18T20:44:22.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,15,0,1,0,0,,,,,,
9072,TARAVAL ST BETWEEN 24TH AVE AND 25TH AVE,1,3,2660,0,3,1,0,11,53,4,0,0,0,0,0,0,0,0,0,0,0,2024-01-26T22:10:46.000,12 - Sunset/Parkside,July 2023 - June 2024,0,1,17,0,,0,0,,1,,,,
9072,M1 - TARAVAL ST BETWEEN 24TH AVE AND 25TH AVE,2,3,2660,0,3,1,0,11,53,4,0,0,0,0,0,0,0,0,0,0,0,2024-01-26T22:10:46.000,12 - Sunset/Parkside,July 2023 - June 2024,0,1,17,0,,0,0,,1,,,,
3436,JACKSON ST BETWEEN DUNCOMBE ALY AND DUNCOMBE ALY,1,3,2809,0,3,2,52,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-02-16T16:49:34.000,21 - Chinatown,July 2023 - June 2024,0,1,17,0,,0,0,,,,,,
6985,GUERRERO ST BETWEEN DUBOCE AVE AND 14TH ST,2,3,2912,0,4,2,5,21,65,1,2,0,0,0,0,0,0,1,0,0,0,2024-02-29T21:32:57.000,20 - Mission,July 2023 - June 2024,0,1,184,0,1,0,0,,,,,,
3951,ARKANSAS ST BETWEEN 20TH ST AND 22ND ST,2,2,2979,0,2,1,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,2024-03-08T18:20:50.000,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,1,0,0,3,0,0,,1,,metal fences,,
3638,BAKER ST BETWEEN GROVE ST AND FULTON ST,2,2,3067,0,4,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2024-03-19T20:22:39.000,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,1,1715,0,,0,0,,,,,,
8098,POLK ST BETWEEN JACKSON ST AND PACIFIC AVE,1,2,3234,0,2,1,44,26,2,1,0,0,0,0,1,0,0,1,0,0,0,2024-04-17T16:38:09.000,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,1,17,0,1,0,0,,,,,,
7296,GEARY ST BETWEEN HYDE ST AND LARKIN ST,1,3,3278,0,3,1,68,101,13,1,1,0,0,0,0,0,0,1,0,0,0,2024-04-19T16:56:37.000,9 - Tenderloin,July 2023 - June 2024,0,1,17,0,2,0,0,,,,,,
